Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
po_d02_vis,project_owner,,radio,Is the basis for Education & Skills visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d02] = '1',y,,,,,
po_d03_label,project_owner,,descriptive,"<strong>Health &amp; Social Care</strong><br>Research concerning health, illness, mortality, wellbeing, clinical outcomes, health services, public health,  mental health, social care, and care-system use. Includes NHS services, hospitals, GP care, palliative care,  maternity, morbidity, mortality where health is the research object, and adult or children&#x27;s social care.",,,,,,,[prop_d03] = '1',,,,,,
po_d03_fit,project_owner,,radio,Does Health & Social Care describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d03] = '1',y,,,,,
po_d03_vis,project_owner,,radio,Is the basis for Health & Social Care visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d03] = '1',y,,,,,
po_d04_label,project_owner,,descriptive,"<strong>Crime &amp; Justice</strong><br>Research concerning crime, victimisation, public safety, offending, policing, courts, prisons, probation, sentencing, family justice, civil justice, reoffending, and criminal records.",,,,,,,[prop_d04] = '1',,,,,,
po_d04_fit,project_owner,,radio,Does Crime & Justice describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d04] = '1',y,,,,,
po_d04_vis,project_owner,,radio,Is the basis for Crime & Justice visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d04] = '1',y,,,,,
po_d05_label,project_owner,,descriptive,"<strong>Business &amp; Productivity</strong><br>Research concerning firms, business activity, industrial structure, innovation, productivity, entrepreneurship,  trade, exports, foreign direct investment, research and development, business support, and firm-level performance.",,,,,,,[prop_d05] = '1',,,,,,
po_d05_fit,project_owner,,radio,Does Business & Productivity describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d05] = '1',y,,,,,
po_d05_vis,project_owner,,radio,Is the basis for Business & Productivity visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d05] = '1',y,,,,,
po_d06_label,project_owner,,descriptive,"<strong>Poverty, Wealth &amp; Living Standards</strong><br>Research concerning material resources, economic hardship, household living standards, poverty, wealth, debt,  savings, benefits, deprivation, food security, cost of living, household income, and distribution of resources.",,,,,,,[prop_d06] = '1',,,,,,
po_d06_fit,project_owner,,radio,"Does Poverty, Wealth & Living Standards describe the actual project?","1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d06] = '1',y,,,,,
po_d06_vis,project_owner,,radio,"Is the basis for Poverty, Wealth & Living Standards visible in the public register entry?","1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d06] = '1',y,,,,,
po_d07_label,project_owner,,descriptive,"<strong>Housing &amp; Planning</strong><br>Research concerning housing, homelessness, residential conditions, tenure, home ownership, planning systems,  neighbourhoods, gentrification, residential mobility, and place-based housing or planning interventions.",,,,,,,[prop_d07] = '1',,,,,,
po_d07_fit,project_owner,,radio,Does Housing & Planning describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d07] = '1',y,,,,,
po_d07_vis,project_owner,,radio,Is the basis for Housing & Planning visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d07] = '1',y,,,,,
po_d08_label,project_owner,,descriptive,"<strong>Migration &amp; Demographics</strong><br>Research concerning population structure, population change, migration, immigration,  population mobility, fertility, ageing, mortality as a demographic outcome,  census-based population analysis, and demographic composition.",,,,,,,[prop_d08] = '1',,,,,,
po_d08_fit,project_owner,,radio,Does Migration & Demographics describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d08] = '1',y,,,,,
po_d08_vis,project_owner,,radio,Is the basis for Migration & Demographics visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d08] = '1',y,,,,,
po_d09_label,project_owner,,descriptive,"<strong>Environment &amp; Agriculture</strong><br>Research concerning the natural environment, climate, climate adaptation or resilience, energy, agriculture, farming, land use, pollution, decarbonisation, environmental policy, domestic or industrial energy use, and environmental impacts of economic or social activity.",,,,,,,[prop_d09] = '1',,,,,,
po_d09_fit,project_owner,,radio,Does Environment & Agriculture describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d09] = '1',y,,,,,
po_d09_vis,project_owner,,radio,Is the basis for Environment & Agriculture visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d09] = '1',y,,,,,
po_d10_label,project_owner,,descriptive,"<strong>Public Finance &amp; Taxation</strong><br>Research concerning government revenue, taxation, tax compliance, tax credits, public expenditure,  public spending, fiscal transfers, business rates, tax reliefs, and fiscal policy.",,,,,,,[prop_d10] = '1',,,,,,
po_d10_fit,project_owner,,radio,Does Public Finance & Taxation describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d10] = '1',y,,,,,
po_d10_vis,project_owner,,radio,Is the basis for Public Finance & Taxation visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d10] = '1',y,,,,,
po_d11_label,project_owner,,descriptive,"<strong>Data Infrastructure &amp; Methodology</strong><br>Research primarily focused on the methods, measures, tools, classifications, linkage processes, data quality, survey design, statistical infrastructure, or dataset development needed to produce, improve, validate, or use research data.",,,,,,,[prop_d11] = '1',,,,,,
po_d11_fit,project_owner,,radio,Does Data Infrastructure & Methodology describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d11] = '1',y,,,,,
po_d11_vis,project_owner,,radio,Is the basis for Data Infrastructure & Methodology visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d11] = '1',y,,,,,
po_d12_label,project_owner,,descriptive,<strong>Unclear from Register Entry</strong><br>Use only where the project title and dataset field together do not provide enough evidence to assign any substantive domain. ,,,,,,,[prop_d12] = '1',,,,,,
po_d12_fit,project_owner,,radio,Does Unclear from Register Entry describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_d12] = '1',y,,,,,
po_d12_vis,project_owner,,radio,Is the basis for Unclear from Register Entry visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_d12] = '1',y,,,,,
po_p01_label,project_owner,Proposed purpose labels,descriptive,"<strong>Descriptive Monitoring</strong><br>Research whose analytical purpose is to measure and characterise a phenomenon — its level, prevalence,  distribution, composition, profile, trend, or pattern — including how it varies across places, populations,  or time, without primarily testing an exposure-outcome relationship or evaluating a named intervention.",,,,,,,[prop_p01] = '1',,,,,,
po_p01_fit,project_owner,,radio,Does Descriptive Monitoring describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p01] = '1',y,,,,,
po_p01_vis,project_owner,,radio,Is the basis for Descriptive Monitoring visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p01] = '1',y,,,,,
po_p02_label,project_owner,,descriptive,"<strong>Outcome Tracking</strong><br>Research that links a naturally occurring exposure, condition, event, status, characteristic, or circumstance to a downstream outcome.",,,,,,,[prop_p02] = '1',,,,,,
po_p02_fit,project_owner,,radio,Does Outcome Tracking describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p02] = '1',y,,,,,
po_p02_vis,project_owner,,radio,Is the basis for Outcome Tracking visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p02] = '1',y,,,,,
po_p03_label,project_owner,,descriptive,"<strong>Life-Course / Trajectory Analysis</strong><br>Research that follows individuals, cohorts, households, firms, or cases across extended time periods, transitions,  or life stages to understand trajectories, progression, mobility, or cumulative outcomes.",,,,,,,[prop_p03] = '1',,,,,,
po_p03_fit,project_owner,,radio,Does Life-Course / Trajectory Analysis describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p03] = '1',y,,,,,
po_p03_vis,project_owner,,radio,Is the basis for Life-Course / Trajectory Analysis visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p03] = '1',y,,,,,
po_p04_label,project_owner,,descriptive,"<strong>Service Interaction / Systems Analysis</strong><br>Research focused on how people, cases, families, or organisations move through, use, access, or are processed by public service systems.",,,,,,,[prop_p04] = '1',,,,,,
po_p04_fit,project_owner,,radio,Does Service Interaction / Systems Analysis describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p04] = '1',y,,,,,
po_p04_vis,project_owner,,radio,Is the basis for Service Interaction / Systems Analysis visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p04] = '1',y,,,,,
po_p05_label,project_owner,,descriptive,"<strong>Policy Evaluation / Impact Analysis</strong><br>Research that evaluates the effects, impacts, implementation, or consequences of a specific named policy, programme, regulation, intervention, scheme, or institutional change.",,,,,,,[prop_p05] = '1',,,,,,
po_p05_fit,project_owner,,radio,Does Policy Evaluation / Impact Analysis describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p05] = '1',y,,,,,
po_p05_vis,project_owner,,radio,Is the basis for Policy Evaluation / Impact Analysis visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p05] = '1',y,,,,,
po_p06_label,project_owner,,descriptive,"<strong>Risk Prediction / Early Identification</strong><br>Research with an explicit predictive or early-identification design focused on predicting risk, identifying at-risk  individuals or groups, building risk scores, developing screening tools, or prospectively targeting people or places  before or as an adverse outcome emerges.",,,,,,,[prop_p06] = '1',,,,,,
po_p06_fit,project_owner,,radio,Does Risk Prediction / Early Identification describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p06] = '1',y,,,,,
po_p06_vis,project_owner,,radio,Is the basis for Risk Prediction / Early Identification visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p06] = '1',y,,,,,
po_p07_label,project_owner,,descriptive,"<strong>Methodological / Infrastructure Research</strong><br>Research whose primary purpose is to develop, test, validate, improve, or document methods, data infrastructure, measurement frameworks, linkage approaches,
 survey methods, or data assets. ",,,,,,,[prop_p07] = '1',,,,,,
po_p07_fit,project_owner,,radio,Does Methodological / Infrastructure Research describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p07] = '1',y,,,,,
po_p07_vis,project_owner,,radio,Is the basis for Methodological / Infrastructure Research visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p07] = '1',y,,,,,
po_p08_label,project_owner,,descriptive,<strong>Unclear from Register Entry</strong><br>Use where the project title and datasets do not provide enough information to infer the analytical purpose. ,,,,,,,[prop_p08] = '1',,,,,,
po_p08_fit,project_owner,,radio,Does Unclear from Register Entry describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_p08] = '1',y,,,,,
po_p08_vis,project_owner,,radio,Is the basis for Unclear from Register Entry visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_p08] = '1',y,,,,,
po_t01_label,project_owner,Proposed tag labels,descriptive,"<strong>Demographic disparities / equity tag</strong><br>A cross-cutting tag for projects whose research question centres on comparing outcomes, experiences, risks, access, or trajectories across demographic or equality-relevant groups.",,,,,,,[prop_t01] = '1',,,,,,
po_t01_fit,project_owner,,radio,Does Demographic disparities / equity tag describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_t01] = '1',y,,,,,
po_t01_vis,project_owner,,radio,Is the basis for Demographic disparities / equity tag visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_t01] = '1',y,,,,,
po_t02_label,project_owner,,descriptive,"<strong>COVID-19 &amp; Pandemic</strong><br>A cross-cutting tag for projects where COVID-19, the COVID-19 pandemic, pandemic conditions, infection surveillance, vaccination, lockdowns, social distancing, pandemic-related public support, or pandemic consequences are a central condition or lens for the research question.",,,,,,,[prop_t02] = '1',,,,,,
po_t02_fit,project_owner,,radio,Does COVID-19 & Pandemic describe the actual project?,"1, Fits | 2, Does not fit | 3, Unsure",,,,,,[prop_t02] = '1',y,,,,,
po_t02_vis,project_owner,,radio,Is the basis for COVID-19 & Pandemic visible in the public register entry?,"1, Clearly visible | 2, Partly visible | 3, Not visible | 4, Unsure",,,,,,[prop_t02] = '1',y,,,,,
po_miss_domain,project_owner,Missing labels and overall assessment,radio,Is any Research Domain missing?,"0, No | 1, Yes",,,,,,,y,,,,,
po_miss_domains,project_owner,,checkbox,Which Research Domain label(s) are missing?,"1, Labour Market & Employment | 2, Education & Skills | 3, Health & Social Care | 4, Crime & Justice | 5, Business & Productivity | 6, Poverty, Wealth & Living Standards | 7, Housing & Planning | 8, Migration & Demographics | 9, Environment & Agriculture | 10, Public Finance & Taxation | 11, Data Infrastructure & Methodology",,,,,,[po_miss_domain] = '1',y,,,,,
po_miss_purpose,project_owner,,radio,Is any Analytical Purpose missing?,"0, No | 1, Yes",,,,,,,y,,,,,
po_miss_purposes,project_owner,,checkbox,Which Analytical Purpose label(s) are missing?,"1, Descriptive Monitoring | 2, Outcome Tracking | 3, Life-Course / Trajectory Analysis | 4, Service Interaction / Systems Analysis | 5, Policy Evaluation / Impact Analysis | 6, Risk Prediction / Early Identification | 7, Methodological / Infrastructure Research",,,,,,[po_miss_purpose] = '1',y,,,,,
po_miss_tag,project_owner,,radio,Is any cross-cutting tag missing?,"0, No | 1, Yes",,,,,,,y,,,,,
po_miss_tags,project_owner,,checkbox,Which cross-cutting tag(s) are missing?,"1, Demographic disparities / equity tag | 2, COVID-19 & Pandemic",,,,,,[po_miss_tag] = '1',y,,,,,
po_sufficiency,project_owner,,radio,Public register-entry sufficiency,"1, Sufficient | 2, Partial | 3, Insufficient",,,,,,,y,,,,,
po_taxonomy_fit,project_owner,,radio,Taxonomy fit,"1, Fit | 2, Partial Fit | 3, No Fit",,,,,,,y,,,,,
po_tax_issue,project_owner,,checkbox,Taxonomy issue type,"1, Missing category | 2, Ambiguous/overlapping categories | 3, Too broad | 4, Too narrow | 5, Other | 6, None",,,,,,[po_taxonomy_fit] = '2' or [po_taxonomy_fit] = '3',y,,,,,
